URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/as-address-extended","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/as-address-extended","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-person,StructureDefinition/as-dr-person,StructureDefinition/as-dp-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment","SCT"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-dr-practitioner,StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dp-organization,StructureDefinition/as-dp-practitioner,StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-dr-person,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","THO"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-person,StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dr-person,StructureDefinition/as-mailbox-mss,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-organization,StructureDefinition/as-dp-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-person,StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dr-person,StructureDefinition/as-mailbox-mss,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-organization,StructureDefinition/as-dp-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dp-organization","THO"
http://hl7.org/fhir/ValueSet/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"The days of the week.","StructureDefinition/as-practitionerrole,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/device-nametype,4.0.1,draft,"2.16.840.1.113883.4.642.3.1083",DeviceNameType,DeviceNameType,"The type of name the device is referred by.","StructureDefinition/as-device,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/device-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.209",FHIRDeviceStatus,FHIRDeviceStatus,"The availability status of the device.","StructureDefinition/as-device,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/device-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1081",FHIRDeviceStatusReason,FHIRDeviceStatusReason,"The availability status reason of the device.","StructureDefinition/as-device,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","THO"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/as-practitionerrole,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-device,StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-device,StructureDefinition/as-dr-practitioner,StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dp-organization,StructureDefinition/as-dp-practitioner,StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identity-assuranceLevel,4.0.1,draft,"2.16.840.1.113883.4.642.3.656",IdentityAssuranceLevel,IdentityAssuranceLevel,"The level of confidence that this link represents the same actual person, based on NIST Authentication Levels.","StructureDefinition/as-person,StructureDefinition/as-dr-person","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-device,StructureDefinition/as-dr-practitioner,StructureDefinition/as-person,StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dp-organization,StructureDefinition/as-dp-practitioner,StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-dr-person,StructureDefinition/as-healthcareservice-healthcare-activity,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/name-use,4.0.1,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-person,StructureDefinition/as-dr-person,StructureDefinition/as-dp-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/program,4.0.1,draft,"2.16.840.1.113883.4.642.3.1383",Program,Program,"This value set defines an example set of codes that could be can be used to classify groupings of service-types/specialties.","StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity","THO"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-dr-practitioner,StructureDefinition/as-dr-organization,StructureDefinition/as-organization,StructureDefinition/as-dp-organization,StructureDefinition/as-dp-practitioner,StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-dr-person,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device",
