URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-organization-types,1.1.0-snapshot-5,active,,AsVsOrganizationTypes,AS ValueSet OrganizationTypes,"ValueSet définissant les types d'organisation","StructureDefinition/as-ext-organization-types","Internal"
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-type-etablissement,1.1.0-snapshot-5,active,,AsVsTypeEtablissement,AS ValueSet type Etablissement,"ValueSet définissant les types d'établissement.","StructureDefinition/as-organization","Internal"
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-type-systeme-information,1.1.0-snapshot-5,active,,AsVsTypeSystemeInformationVS,AS ValueSet type de système d'information,"ValueSet définissant les types de systèmes d'information pouvant alimenter l'annuaire santé.","StructureDefinition/as-ext-data-trace","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J100-FinessStatutJuridique-RASS/FHIR/JDV-J100-FinessStatutJuridique-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.168",JDV_J100-FinessStatutJuridique-RASS,,"Statut juridique FINESS dans le RASS","StructureDefinition/as-organization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J103-TypeVoie-RASS/FHIR/JDV-J103-TypeVoie-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.171",JDV_J103-TypeVoie-RASS,,"Type de voie du professionnel du RASS","StructureDefinition/as-address-extended","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J106-EnsembleProfession-RASS/FHIR/JDV-J106-EnsembleProfession-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.174",JDV_J106-EnsembleProfession-RASS,,"Ensemble des professions du RASS","StructureDefinition/as-ext-practitioner-authorization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J108-EnsembleFonction-RASS/FHIR/JDV-J108-EnsembleFonction-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.176",JDV_J108-EnsembleFonction-RASS,,"Ensemble des fonctions et rôles du RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J128-TypeCarte-RASS/FHIR/JDV-J128-TypeCarte-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.214",JDV_J128-TypeCarte-RASS,,"Type de carte dans le RASS","StructureDefinition/as-ext-smartcard","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J130-CNAMAmeliSecteurConventionnement-RASS/FHIR/JDV-J130-CNAMAmeliSecteurConventionnement-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.216",JDV_J130-CNAMAmeliSecteurConventionnement-RASS,,"Secteur de conventionnement du professionnel libéral","StructureDefinition/as-ext-practitionerrole-contracted","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J131-CategorieActiviteSanitaireRegulee-RASS/FHIR/JDV-J131-CategorieActiviteSanitaireRegulee-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.217",JDV_J131-CategorieActiviteSanitaireRegulee-RASS,,"Catégorie des activités sanitaires régulées dans le RASS","StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J132-ModaliteActivite-RASS/FHIR/JDV-J132-ModaliteActivite-RASS,1.5.0,active,"1.2.250.1.213.1.6.1.218",JDV_J132-ModaliteActivite-RASS,,"Mode d'application ou type de soins encadrant une activité dans le RASS","StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.nos"
